Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_210482_2589	Central metabolism	Red	circle	Halobellus rufusCBA1103 BBJO01	unknown	1
6666666_211925_1057	Central metabolism	Red	circle	Halogeometricum borinquense DSM 11551 PR 3 CP001690.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210520_3048	Central metabolism	Red	circle	Halogeometricum borinquense DSM 11551DSM 11551 AOHT01	unknown	1
6666666_210488_3356	Central metabolism	Red	circle	Halogeometricum pallidum JCM 14848JCM 14848 AOIV01	hypothetical_protein	1
6666666_209925_603	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Haloplanus natans DSM 17983DSM 17983 ATYM01	hypothetical_protein	1
6666666_210163_1349	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Haloferax larsenii JCM 13917JCM 13917 AOLI01	Dihydrolipoamide_dehydrogenase_EC_1.8.1.4_	1
6666666_209961_625	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Haloferax elongans ATCC BAA-1513ATCC BAA-1513 AOLK01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210372_2190	Central metabolism	Red	circle	Haloferax alexandrinusArc-Hr CCDK01	Dipeptide_transport_system_permease_protein_DppB_TC_3.A.1.5.2_	1
6666666_210248_1866	Central metabolism	Red	circle	Haloferax gibbonsii ATCC 33959ATCC 33959 AOLJ01	Chromosome_plasmid__partitioning_protein_ParA	1
6666666_210584_2539	Central metabolism	Red	circle	Haloferax sp SB3SB3 LOPW01	DNA_binding_protein	1
6666666_210327_2309	Central metabolism	Red	circle	Haloferax sulfurifontis ATCC BAA-897ATCC BAA-897 AOLM01	unknown	1
6666666_210214_1339	Central metabolism	Red	circle	Haloferax denitrificans ATCC 35960ATCC 35960 AOLP01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_209952_476	Central metabolism	Red	circle	Haloferax sp ATCC BAA-646ATCC BAA-646 AOLD01	Fumarate_hydratase_class_II_EC_4.2.1.2_	1
6666666_209919_1464	Central metabolism	Red	circle	Haloferax sp ATCC BAA-644ATCC BAA-644 AOLF01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24	1
6666666_210090_3191	Central metabolism	Red	circle	Haloferax sp ATCC BAA-645ATCC BAA-645 AOLE01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210552_2476	Central metabolism	Red	circle	Haloferax volcanii DS2DS2 AOHU01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211913_2394	Central metabolism	Red	circle	Haloferax volcanii DS2 DS2 CP001956.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210485_2681	Central metabolism	Red	circle	Haloferax lucentense DSM 14919DSM 14919 AOLH01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_209963_620	Central metabolism	Red	circle	Haloferax alexandrinus JCM 10717JCM 10717 AOLL01	Large_Subunit_Ribosomal_RNA_lsuRNA_LSU_rRNA	1
6666666_210387_1471	Central metabolism	Red	circle	Haloferax prahovense DSM 18310DSM 18310 AOLG01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211923_2465	Central metabolism	Red	circle	Haloferax gibbonsii ARA6 CP011947.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210259_1615	Central metabolism	Red	circle	Haloferax sp Q22Q22 LOEP01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211950_2274	Central metabolism	Red	circle	Haloferax mediterranei ATCC 33500 CGMCC 1.2087 CP001868.2	hypothetical_protein	1
6666666_210367_1275	Central metabolism	Red	circle	Haloferax mediterranei ATCC 33500ATCC 33500 AOLO01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211949_1505	Central metabolism	Red	circle	Haloferax mediterranei ATCC 33500 ATCC 33500 CP007551.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_209948_2535	Central metabolism	Red	circle	Haloferax mucosum ATCC BAA-1512ATCC BAA-1512 AOLN01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210384_2244	Central metabolism	Red	circle	Haloferax sp SB29SB29 LOPV01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210201_1589	Central metabolism	Red	circle	Halobacteriaceae archaeon SB9SB9 LOPU01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210217_1502	Central metabolism	Red	circle	Candidatus Halobonum tyrrellensis G22G22 ASGZ01	CRISPR_repeat_RNA_endoribonuclease_Cas6	1
6666666_209929_1661	Central metabolism	Red	circle	Halogranum salarium B-1B-1 ALJD01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210366_317	Central metabolism	Red	circle	Haloferacaceae archaeon PL-Br10_E2g29 LKMS01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210550_2162	Central metabolism	Red	circle	Haloferacaceae archaeon B1-Br10_E2g22 LKML01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210193_949	Central metabolism	Red	circle	Halonotius sp J07HN6 ARQA01	hypothetical_protein	1
6666666_210663_676	Central metabolism	Red	circle	Uncultured archaeon A07HN63 AYLK01	Uncharacterized_protein_MJ0274	1
6666666_210173_2426	Central metabolism	Red	circle	Halonotius sp J07HN4 AGCX01	Hypothetical_domain_COG2522__Thiamin_phosphate_pyrophosphorylase__EC_2.5.1.3__putative_archaeal_ThiN__predicted_in_PMID12376536_	1
6666666_210270_262	Central metabolism	Red	circle	Haloferacaceae archaeon PL-Br10_E2g46 LKMT01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210645_387	Central metabolism	Red	circle	Halophilic archaeon J07HB67 AGCZ01	hypothetical_protein	1
6666666_210697_1655	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Haloarchaeon 3A1_DGR3A1_DGR ATCR02	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210453_1378	Central metabolism	Red	circle	Halopenitus sp DYS4DYS4 LKIR01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210053_2835	Central metabolism	Red	circle	Halorubrum sp SAH-A6SAH-A6 LOAJ01	3_keto_5_aminohexanoate_cleavage_enzyme	1
6666666_210699_2134	Central metabolism	Red	circle	Uncultured archaeon A07HR67 AYLI01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210199_455	Central metabolism	Red	circle	Halorubrum sp PL-Br10_E2g5 LKMU01	Phosphonate_ABC_transporter_permease_protein_phnE_TC_3.A.1.9.1_	1
6666666_210255_453	Central metabolism	Red	circle	Nanohaloarchaea archaeon PL-Br10_U2g5 LKMY01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210587_1933	Central metabolism	Red	circle	Halorubrum sp BV1BV1 JQKV01	Chemotaxis_protein_CheD	1
6666666_209951_2111	Central metabolism	Red	circle	Halorubrum kocurii JCM 14978JCM 14978 AOJH01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211922_1942	Central metabolism	Red	circle	Halorubrum lacusprofundi ATCC 49239 ATCC 49239 NC_012029.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210479_476	Central metabolism	Red	circle	Halorubrum halophilumB8 BBJP01	ABC_transporter_ATP_binding_protein	1
6666666_210612_2478	Central metabolism	Red	circle	Halorubrum saccharovorum DSM 1137DSM 1137 AOJE01	sodium_hydrogen_exchanger_family_protein	1
6666666_210444_1107	Central metabolism	Red	circle	Halorubrum aidingense JCM 13560JCM 13560 AOJI01	hypothetical_protein	1
6666666_210154_942	Central metabolism	Red	circle	Halorubrum lipolyticum DSM 21995DSM 21995 AOJG01	Molybdopterin_binding_motif_CinA_N_terminal_domain	1
6666666_210265_470	Central metabolism	Red	circle	Halorubrum californiensis DSM 19288DSM 19288 AOJK01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210103_2345	Central metabolism	Red	circle	Halorubrum tebenquichense DSM 14210DSM 14210 AOJD01	hypothetical_protein	1
6666666_210119_265	Central metabolism	Red	circle	Halorubrum hochstenium ATCC 700873ATCC 700873 AOJO01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210340_2838	Central metabolism	Red	circle	Halorubrum terrestre JCM 10247JCM 10247 AOIW01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210320_1183	Central metabolism	Red	circle	Halorubrum distributum JCM 10118JCM 10118 AOJN01	A._fulgidus_predicted_coding_region_AF1183	1
6666666_209971_2413	Central metabolism	Red	circle	Halorubrum litoreum JCM 13561JCM 13561 AOJF01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210353_2351	Central metabolism	Red	circle	Halorubrum distributum JCM 9100JCM 9100 AOJM01	hypothetical_protein	1
6666666_210555_2475	Central metabolism	Red	circle	Halorubrum arcis JCM 13916JCM 13916 AOJJ01	Putative_inner_membrane_protein	1
6666666_210100_2000	Central metabolism	Red	circle	Halorubrum sp T3T3 ALWQ01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210575_1592	Central metabolism	Red	circle	Halorubrum coriense DSM 10284DSM 10284 AOJL01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210021_3182	Central metabolism	Red	circle	Halorubrum ezzemoulense DSM 17463DSM 17463 ATXS01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210102_1143	Central metabolism	Red	circle	Halorubrum sp 55 LIST01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210363_1611	Central metabolism	Red	circle	Natrialbaceae archaeon Tc-Br11_E2g1 LKNC01	Digeranylgeranylglycerophospholipid_reductase	1
6666666_211942_751	Central metabolism	Red	circle	Halalkalicoccus jeotgali B3 B3 CP002062.1	ATPase_component_BioM_of_energizing_module_of_biotin_ECF_transporter	1
6666666_210422_3251	Central metabolism	Red	circle	Halalkalicoccus jeotgali B3B3 AXZD01	GTP_cyclohydrolase_III_EC_3.5.4.29_	1
6666666_210304_786	Central metabolism	Red	circle	Halalkalicoccus jeotgali B3B3 AOHV01	Carbon_starvation_protein_A	1
6666666_209973_2161	Central metabolism	Red	circle	Halalkalicoccus paucihalophilusDSM 24557 LTAZ01	hypothetical_protein	1
6666666_210486_294	Central metabolism	Red	circle	Halorhabdus tiamatea SARL4BSARL4B AFNT02	putative_cell_division_protein_Pyrobaculum_aerophilum_COG1537_Predicted_RNA_binding_proteins	1
6666666_211941_1167	Central metabolism	Red	circle	Halorhabdus tiamatea SARL4B type strain: SARL4B HF571520.1	Cysteine_desulfurase_EC_2.8.1.7_	1
6666666_211525_1273	Central metabolism	Red	circle	Halorhabdus utahensis DSM 12940 DSM 12940 CP001687.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210527_588	Central metabolism	Red	circle	Haloarcula vallismortis ATCC 29715ATCC 29715 AOLQ01	unknown	1
6666666_210152_3110	Central metabolism	Red	circle	Haloarcula sp K1K1 LRHL01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210202_2285	Central metabolism	Red	circle	Haloarcula sp CBA1128CBA1128 BCNA01	hypothetical_protein	1
6666666_211907_569	Central metabolism	Red	circle	Haloarcula sp CBA1115 CBA1115 CP010529.1	Transcriptional_regulator_IclR_family	1
6666666_211934_2061	Central metabolism	Red	circle	Haloarcula hispanica ATCC 33960 CGMCC 1.2049 CP002921.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211944_2072	Central metabolism	Red	circle	Haloarcula hispanica N601 N601 NC_023013.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210030_2896	Central metabolism	Red	circle	Haloarcula japonica DSM 6131DSM 6131 AOLY01	putative_ORF_located_using_Glimmer_Genemark	1
6666666_210312_995	Central metabolism	Red	circle	Haloarcula amylolytica JCM 13557JCM 13557 AOLW01	Universal_stress_protein	1
6666666_210462_1885	Central metabolism	Red	circle	Haloarcula sp CBA1127CBA1127 BCNB01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_209970_4219	Central metabolism	Red	circle	Haloarcula sinaiiensis ATCC 33800ATCC 33800 AOLR01	unknown	1
6666666_211908_1385	Central metabolism	Red	circle	Haloarcula marismortui ATCC 43049 ATCC 43049 AY596297.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210564_101	Central metabolism	Red	circle	Haloarcula californiae ATCC 33799ATCC 33799 AOLS01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210502_647	Central metabolism	Red	circle	Haloarcula sp SL3SL3 LIUF01	D_glycerate_2_kinase_EC_2.7.1.__	1
6666666_209956_256	Central metabolism	Red	circle	Haloarcula argentinensis DSM 12282DSM 12282 AOLX01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211915_1717	Central metabolism	Red	circle	Halomicrobium mukohataei DSM 12286 DSM 12286 CP001688.1	hypothetical_protein	1
6666666_210177_1158	Central metabolism	Red	circle	Halomicrobium katesii DSM 19301DSM 19301 AQZY01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210601_898	Central metabolism	Red	circle	Halosimplex carlsbadense 2-9-12-9-2001 AOIU01	hypothetical_protein	1
6666666_210123_449	Central metabolism	Red	circle	Halobacteriaceae archaeon Tc-Br11_E2g27 LKNH01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210503_420	Central metabolism	Red	circle	Halapricum salinumCBA1105 BBMO01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210658_1695	Central metabolism	Red	circle	Halophilic archaeon J07HX64 AGCY01	hypothetical_protein	1
6666666_210269_2001	Central metabolism	Red	circle	Halococcus hamelinensis 100A6100A6 AJRK01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210451_341	Central metabolism	Red	circle	Halococcus hamelinensis 100A6100A6 AOMB01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210475_2255	Central metabolism	Red	circle	Halococcus sediminicolaCBA1101 BBMP01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_209962_114	Central metabolism	Red	circle	Halococcus morrhuae DSM 1307DSM 1307 AOMC01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_210386_1023	Central metabolism	Red	circle	Halococcus thailandensis JCM 13552JCM 13552 AOMF01	putative_C2H2_zinc_finger_DNA_binding_protein	1
6666666_210348_976	Central metabolism	Red	circle	Halococcus salifodinae DSM 8989DSM 8989 AOME01	Transposase	1
6666666_210568_684	Central metabolism	Red	circle	Halococcus saccharolyticus DSM 5350DSM 5350 AOMD01	hypothetical_protein	1
6666666_210238_24	Central metabolism	Red	circle	Halococcus agarilyticus197A BAFM01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_209920_1626	Central metabolism	Red	circle	Candidatus Methanoperedens nitroreducensANME-2d JMIY01	hypothetical_protein	1
6666666_210083_1383	Central metabolism	Red	circle	Methanohalophilus sp T328-1 LSRU01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211545_1545	Central metabolism	Red	circle	Methanohalophilus mahii DSM 5219 DSM 5219 CP001994.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211945_2082	Central metabolism	Red	circle	Methanohalobium evestigatum Z-7303 Z-7303 CP002069.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211690_187	Central metabolism	Red	circle	Methanosalsum zhilinae DSM 4017 DSM 4017 CP002101.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	1
6666666_211546_1832	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Methanosarcina sp MTP4 MTP4 CP009505.1	predicted_protein	1
6666666_210097_2982	Central metabolism	Red	circle	Methanosarcina soligelidiSMA-21 JQLR01	Sensory_transduction_histidine_kinase	2
6666666_211654_2909	Central metabolism	Red	circle	Methanosarcina mazei Tuc01 Tuc01 CP004144.1	Heat_shock_protein_60_family_chaperone_GroEL__Thermosome_subunit	2
6666666_210075_3371	Central metabolism	Red	circle	Methanosarcina mazei3.H.A.2.1 JJPO01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_209957_739	Central metabolism	Red	circle	Methanosarcina mazei3.H.A.2.6 JJPR01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210034_642	Central metabolism	Red	circle	Methanosarcina mazei3.H.M.2.7 JJPX01	predicted_protein	2
6666666_210096_1319	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.2.6 JJQN01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_209965_1895	Central metabolism	Red	circle	Methanosarcina mazei1.F.A.1B.4 JJQC01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_209968_1580	Central metabolism	Red	circle	Methanosarcina mazei3.H.A.2.8 JJPS01	ATPase_component_NikO_of_energizing_module_of_nickel_ECF_transporter	2
6666666_212746_3346	Central metabolism	Red	circle	Methanosarcina mazei 3.H.M.1B.2 JJPV01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210517_327	Central metabolism	Red	circle	Methanosarcina mazei1.H.M.2.1 JJQU01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_209984_1711	Central metabolism	Red	circle	Methanosarcina mazei2.F.A.2.4 JJOS01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210465_3613	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.2.1 JJQK01	predicted_protein	3
6666666_210478_2015	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.1A.4 JJQI01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	3
6666666_210000_3382	Central metabolism	Red	circle	Methanosarcina mazei1.F.A.1A.3 JJQA01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210481_2072	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.0.1 JJQF01	Archaeal_S_adenosylmethionine_synthetase_EC_2.5.1.6_	2
6666666_210254_1659	Central metabolism	Red	circle	Methanosarcina mazei3.H.M.1B.5 JJPW01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210028_332	Central metabolism	Red	circle	Methanosarcina mazei3.F.T.1A.4 JJPK01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_211665_2171	Central metabolism	Red	circle	Methanosarcina mazei WWM610 WWM610 CP009509.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210192_2864	Central metabolism	Red	circle	Methanosarcina mazei3.H.M.1B.1 JJPU01	Cation_transporting_ATPase_E1_E2_family	2
6666666_210343_1082	Central metabolism	Red	circle	Methanosarcina mazei3.F.T.1A.1 JJPI01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210078_1543	Central metabolism	Red	circle	Methanosarcina mazei3.F.T.1A.2 JJPJ01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210010_753	Central metabolism	Red	circle	Methanosarcina mazei1.F.A.1B.3 JJQB01	FOG_HEAT_repeat	2
6666666_211548_2276	Central metabolism	Red	circle	Methanosarcina mazei LYC LYC CP009513.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_211638_2132	Central metabolism	Red	circle	Methanosarcina mazei SarPi SarPi CP009511.1	hypothetical_protein	2
6666666_211631_3231	Central metabolism	Red	circle	Methanosarcina mazei Go1 Go1 AE008384.1	Orotate_phosphoribosyltransferase_related_protein	2
6666666_211695_2256	Central metabolism	Red	circle	Methanosarcina mazei S-6 S-6 CP009512.1	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210039_810	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.2.7 JJQO01	hypothetical_protein	2
6666666_210615_1831	Central metabolism	Red	circle	Methanosarcina mazei3.H.A.1A.2 JJPN01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_209946_3710	Central metabolism	Red	circle	Methanosarcina mazei1.H.M.1A.3 JJQT01	hypothetical_protein	2
6666666_210144_3195	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.2.3 JJQM01	acetyltransferase_GNAT_family	2
6666666_210179_1364	Central metabolism	Red	circle	Methanosarcina mazei3.F.A.1B.1 JJPC01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210026_1741	Central metabolism	Red	circle	Methanosarcina mazei3.F.A.2.7 JJPH01	dTDP_glucose_46_dehydratase_EC_4.2.1.46_	2
6666666_210194_2352	Central metabolism	Red	circle	Methanosarcina mazei1.H.M.2.4 JJQX01	hypothetical_protein	2
6666666_210565_493	Central metabolism	Red	circle	Methanosarcina mazei1.H.M.0.1 JJQQ01	Glutaredoxin_like_protein	2
6666666_210080_1033	Central metabolism	Red	circle	Methanosarcina mazei2.F.T.0.2 JJOT01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210242_1854	Central metabolism	Red	circle	Methanosarcina mazei1.H.T.2.3 JJRA01	hypothetical_protein	2
6666666_210491_3632	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.1A.3 JJQH01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210617_2579	Central metabolism	Red	circle	Methanosarcina mazei3.F.A.2.5 JJPF01	conserved_protein	2
6666666_210365_3355	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.1A.1 JJQG01	Preprotein_translocase_secY_subunit_TC_3.A.5.1.1_	2
6666666_210263_730	Central metabolism	Red	circle	Methanosarcina mazei3.H.T.1A.2 JJPZ01	Mn_dependent_transcriptional_regulator	2
6666666_210307_1340	Central metabolism	Red	circle	Methanosarcina mazei3.F.A.1A.1 JJPA01	hypothetical_protein	2
6666666_210351_2162	Central metabolism	Red	circle	Methanosarcina mazei3.F.A.1A.3 JJPB01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210257_1113	Central metabolism	Red	circle	Methanosarcina mazei3.F.A.2.12 JJPD01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210305_1366	Central metabolism	Red	circle	Methanosarcina mazei3.H.A.2.5 JJPQ01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_209928_265	Central metabolism	Red	circle	Methanosarcina mazei1.H.M.1A.1 JJQR01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24	2
6666666_210530_3532	Central metabolism	Red	circle	Methanosarcina mazei2.F.A.2.3 JJOR01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210077_262	Central metabolism	Red	circle	Methanosarcina mazei1.H.T.2.5 JJRB01	hypothetical_protein	2
6666666_209976_1854	Central metabolism	Red	circle	Methanosarcina mazei3.H.A.1A.1 JJPM01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210605_1553	Central metabolism	Red	circle	Methanosarcina mazei1.H.T.2.1 JJQZ01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210020_1281	Central metabolism	Red	circle	Methanosarcina mazei3.H.T.1A.1 JJPY01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210203_1736	Central metabolism	Red	circle	Methanosarcina mazei1.H.M.2.3 JJQW01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210308_139	Central metabolism	Red	circle	Methanosarcina mazei3.H.M.1A.1 JJPT01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210542_2988	Central metabolism	Red	circle	Methanosarcina mazei2.F.T.2.6 JJOU01	Sodium_proline_symporter	2
6666666_210499_364	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.1A.6 JJQJ01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210296_1683	Central metabolism	Red	circle	Methanosarcina mazei3.H.A.2.4 JJPP01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_209936_1192	Central metabolism	Red	circle	Methanosarcina mazei1.F.M.0.5 JJQE01	Transcriptional_regulator_TetR_family	2
6666666_210268_544	Central metabolism	Red	circle	Methanosarcina mazei1.F.A.2.8 JJQD01	hypothetical_protein	2
6666666_210443_1606	Central metabolism	Red	circle	Methanosarcina mazei1.H.A.2.8 JJQP01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
6666666_210286_701	Central metabolism	Red	circle	Methanosarcina mazei3.F.A.2.6 JJPG01	Coenzyme_gamma_F420_2L_glutamate_ligase	2
6666666_210006_3396	Central metabolism	Red	circle	Methanosarcina mazei3.F.T.2.1 JJPL01	hypothetical_protein	2
6666666_210597_510	Central metabolism	Red	circle	Methanosarcina mazei1.H.M.1A.2 JJQS01	SSU_ribosomal_protein_S13e_S15p_	2
6666666_210054_1635	Central metabolism	Red	circle	Methanosarcina mazei3.F.A.2.3 JJPE01	Phosphoribosylanthranilate_isomerase_EC_5.3.1.24_	2
