Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_113212_2724	Central metabolism	Red	circle	Streptomyces lydicus NRRL ISP-5461 JNZA01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_104136_3019	Central metabolism	Red	circle	Streptomyces sp. NRRL S-1813 JOHB01	2_amino_4_hydroxy_6_hydroxymethyldihydropteridine_pyrophosphokinase__EC_2.7.6.3_	1
6666666_70524_4085	Central metabolism	Red	circle	Streptomyces nigrescens ATCC 23941 LAB	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_104211_378	Central metabolism	Red	circle	Streptomyces sp. NBRC 110027 BBNO01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_113000_3702	Central metabolism	Red	circle	Streptomyces sp. FxanaC1 AQWO01	CTPmolybdopterin_cytidylyltransferase	1
6666666_113080_3538	Central metabolism	Red	circle	Streptomyces sp. TAA486 AUEV01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_104378_3194	Central metabolism	Red	circle	Streptomyces sp. TAA204 AUKW01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103248_5990	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. CNH287 AUKQ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_113283_3777	Central metabolism	Red	circle	Streptomyces xiaopingdaonensis AJTQ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_104313_1736	Central metabolism	Red	circle	Streptomyces sulphureus DSM 40104 ARLC01	Methionine_ABC_transporter_permease_protein	1
6666666_103255_275	Central metabolism	Red	circle	Streptomyces mobaraensis NBRC 13819 = DSM 40847 AORZ01	hypothetical_protein	1
6666666_104141_5683	Central metabolism	Red	circle	Streptomyces sp. NRRL F-5053 JOHT01	integration_host_factor	1
6666666_104123_3432	Central metabolism	Red	circle	Streptomyces sp. NRRL S-1868 JOGD01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103258_2036	Central metabolism	Red	circle	Streptomyces lilacinus JNXU01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_102743_519	Central metabolism	Red	circle	Streptomyces atratus JQJU01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_104177_5425	Central metabolism	Red	circle	Streptomyces sp. NRRL S-1824 JOGZ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103163_5469	Central metabolism	Red	circle	Streptomyces flavidovirens DSM 40150 AUBE01	Aminopeptidase_YpdF__MP__MA__MS__AP__NP__specific_	1
6666666_104199_6507	Central metabolism	Red	circle	Streptomyces sp. NRRL B-24720 JOJO01	1_phosphofructokinase__EC_2.7.1.56_	1
6666666_113173_2617	Central metabolism	Red	circle	Streptomyces himastatinicus ATCC 53653 ACEX01	GTP_cyclohydrolase_II__EC_3.5.4.25_	1
6666666_119638_6932	Central metabolism	Red	circle	Streptomyces violaceusniger Tu 4113 NC_015957.1	hypothetical_protein	1
6666666_112989_4688	Central metabolism	Red	circle	Streptomyces hygroscopicus subsp. hygroscopicus JOIK01	Acyl_dehydratase	1
6666666_146880_5177	Central metabolism	Red	circle	Streptomyces rapamycinicus NRRL 5491 CP006567.1	Pyruvate_utilizing_enzyme_similar_to_phosphoenolpyruvate_synthase	1
6666666_104338_7934	Central metabolism	Red	circle	Streptomyces sp. PRh5 JABQ01	putative_endo_14_beta_glucanase	1
6666666_104336_2758	Central metabolism	Red	circle	Streptomyces varsoviensis NRRL ISP-5346 JOBF01	FIG01125228_hypothetical_protein	1
6666666_104352_3492	Central metabolism	Red	circle	Streptomyces varsoviensis NRRL B-3589 JOFN01	Lysophospholipase_L1_and_related_esterases	1
6666666_102809_1469	Central metabolism	Red	circle	Streptomyces fradiae JNAD01	Beta_glucosidase__EC_3.2.1.21_	1
6666666_119641_8049	Central metabolism	Red	circle	Streptomyces bingchenggensis BCW-1 NC_016582.1	Long_chain_fatty_acid__CoA_ligase__EC_6.2.1.3_	1
6666666_147112_978	Central metabolism	Red	circle	Streptomyces xiamenensis strain 318 NZ_CP009922.2	Hypothetical_related_to_broad_specificity_phosphatases_COG0406	1
6666666_104166_1843	Central metabolism	Red	circle	Streptomyces sp. NRRL F-2890 JOIG01	Chromosome__plasmid__partitioning_protein_ParB	1
6666666_103310_2847	Transition Enzyme (antiSMASH and Central metabolism)	Purple	circle	Streptomyces sp. AA0539 ALNP01	integration_host_factor	1
6666666_103298_4511	Central metabolism	Red	circle	Streptomyces megasporus JODL01	putative_transferase	1
6666666_103262_4920	Central metabolism	Red	circle	Streptomyces sp. CNT360 AUKO01	hypothetical_protein	1
6666666_104231_4310	Central metabolism	Red	circle	Streptomyces sp. NRRL F-5639 JOGK01	SCG8A.08c_unknown_len_323aa	1
6666666_104222_5682	Central metabolism	Red	circle	Streptomyces sp. NRRL F-5917 JOHQ01	Cyclohexanone_monooxygenase__EC_1.14.13.22_	1
6666666_103252_5323	Central metabolism	Red	circle	Streptomyces sp. HPH0547 ATCE01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103334_1918	Central metabolism	Red	circle	Streptomyces sp. AA1529 ALAP01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103275_4724	Central metabolism	Red	circle	Streptomyces sp. CNT318 AUKN01	Glycine_betaine_ABC_transport_system_permease_glycine_betaine_binding_protein_OpuABC	1
6666666_147119_1092	Central metabolism	Red	circle	Streptomyces cattleya NRRL 8057 = DSM 46488 NC_017586.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103305_4411	Central metabolism	Red	circle	Streptomyces monomycini JNYL01	Acetyl_CoA_synthetase__ADP_forming__alpha_and_beta_chains_putative	1
6666666_104161_5426	Central metabolism	Red	circle	Streptomyces sp. NRRL B-11253 JNWN01	Predicted_ATPase_related_to_phosphate_starvation_inducible_protein_PhoH	1
6666666_103270_5496	Central metabolism	Red	circle	Streptomyces peucetius JOCK01	hypothetical_protein	1
6666666_103264_922	Central metabolism	Red	circle	Streptomyces rimosus R6-500 JJNO01	FIG01121644_hypothetical_protein	1
6666666_103201_593	Central metabolism	Red	circle	Streptomyces capuensis JNWP01	tRNA_Ala_CGC	1
6666666_104314_825	Central metabolism	Red	circle	Streptomyces sp. NRRL WC-3703 JOCH01	Mobile_element_protein	1
6666666_112850_245	Central metabolism	Red	circle	Streptomyces rimosus JMGX01	Siderophore_synthetase_component_ligase	1
6666666_113035_1341	Central metabolism	Red	circle	Streptomyces sp. NRRL WC-3702 JOCC01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_104376_4874	Central metabolism	Red	circle	Streptomyces sp. NRRL WC-3773 JOJI01	Excinuclease_ABC_subunit_C	1
6666666_103207_4214	Central metabolism	Red	circle	Streptomyces catenulae JODY01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_102800_1285	Central metabolism	Red	circle	Streptomyces avicenniae JOEK01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103253_182	Central metabolism	Red	circle	Streptomyces sp. CNH099 AZWL01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_147155_1291	Central metabolism	Red	circle	Streptomyces sp. CNQ-509 NZ_CP011492.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103272_409	Central metabolism	Red	circle	Streptomyces sp. CNQ329 AXVU01	hypothetical_protein	1
6666666_112902_1890	Central metabolism	Red	circle	Streptomyces sp. CNQ766 ARHR01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103284_3367	Central metabolism	Red	circle	Streptomyces sp. CNS335 ARHS01	probable_sugar_ABC_transporter_substrate_binding_protein_putative	1
6666666_103302_2876	Central metabolism	Red	circle	Streptomyces sp. CNY243 ARHU01	AmfC_protein	1
6666666_103289_4016	Central metabolism	Red	circle	Streptomyces sp. CNQ865 AUKP01	CAIB_BAIF_family_protein	1
6666666_103286_723	Central metabolism	Red	circle	Streptomyces sp. CNT371 AZWZ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_103294_940	Central metabolism	Red	circle	Streptomyces sp. CNQ-525 JNID01	Alpha_12_mannosidase	1
BGC0001484_APC23280	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0001484_APC23280	Natural Products	1
6666666_113224_8004	Central metabolism	Red	circle	Streptomyces sp. NRRL B-24484 JOAI01	Serine_phosphatase_RsbU_regulator_of_sigma_subunit	1
6666666_113056_1516	Central metabolism	Red	circle	Kitasatospora Sp. Mbt63 JAIZ01	Putative_secreted_protein	1
6666666_113188_838	Central metabolism	Red	circle	Kitasatospora Mediocidica Kctc 9733 JQLN01	glutamate_transport_system_permease_protein_GluC	1
6666666_113355_5641	Central metabolism	Red	circle	Kitasatospora azatica KCTC 9699 JNBY01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_113100_5682	Central metabolism	Red	circle	Kitasatospora setae NRRL B-16185 JNWY01	secreted_glycosyl_hydrolase	1
452652_7_2068	Central metabolism	Red	circle	Kitasatospora setae KM-6054 NC_016109.1	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_113357_5978	Central metabolism	Red	circle	Kitasatospora cheerisanensis KCTC 2395 JNWZ01	Mll3930_protein	1
6666666_113026_956	Central metabolism	Red	circle	Kitasatospora Sp. Nrrl B-11411 JOGH01	Putative_CDP_glycosylpolyol_phosphateglycosylpolyol_glycosylpolyolphosphotransferase	1
6666666_112912_3641	Central metabolism	Red	circle	Streptomyces sp. NRRL S-384 JOJA01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_113093_1075	Central metabolism	Red	circle	Streptomyces sp. NRRL WC-3742 JOCF01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_113237_3923	Central metabolism	Red	circle	Streptomyces sp. NRRL S-350 JOHO01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_113155_5869	Central metabolism	Red	circle	Streptomyces sp. NRRL B-5680 JOGG01	Organic_hydroperoxide_resistance_protein	1
6666666_113199_5859	Central metabolism	Red	circle	Streptomyces avellaneus JOFK01	Methylcrotonyl_CoA_carboxylase_carboxyl_transferase_subunit__EC_6.4.1.4_	1
6666666_113129_1510	Central metabolism	Red	circle	Streptomyces aureofaciens NRRL B-1286 JNWR01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_113275_8285	Central metabolism	Red	circle	Streptomyces aureofaciens NRRL B-2657JOER01	3_oxoacyl_acyl_carrier_protein_reductase__EC_1.1.1.100_	1
6666666_113271_512	Central metabolism	Red	circle	Streptomyces pyridomyceticus JOAY01	FIG021764_Possible_membrane_protein	1
6666666_113161_674	Central metabolism	Red	circle	Streptomyces novaecaesareae JNWQ01	Lead_cadmium_zinc_and_mercury_transporting_ATPase__EC_3.6.3.3___EC_3.6.3.5__Copper_translocating_P_type_ATPase__EC_3.6.3.4_	1
6666666_112894_7798	Central metabolism	Red	circle	Streptomyces purpeofuscus JODS01	Mannose_1_phosphate_guanylyltransferase__EC_2.7.7.13_____Phosphomannomutase__EC_5.4.2.8_	1
6666666_112815_3493	Central metabolism	Red	circle	Kitasatospora Sp. Mbt66 JAIY01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_113133_7249	Central metabolism	Red	circle	Streptomyces sp. NRRL F-6131 JOHN01	hypothetical_protein	1
6666666_113222_4201	Central metabolism	Red	circle	Kitasatospora sp. NRRL B-11411 JQMO01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16____Acting_phosphoribosylanthranilate_isomerase__EC_5.3.1.24_	1
6666666_148795_617	Central metabolism	Red	circle	Saccharothrix sp ST-888 JYJF01	Allantoicase__EC_3.5.3.4_	1
6666666_113109_5018	Central metabolism	Red	circle	Streptacidiphilus oryzae TH49 JQMQ01	Periplasmic_aromatic_aldehyde_oxidoreductase_iron_sulfur_subunit_YagT	1
