Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_136867_2490	Central metabolism	Red	circle	Pseudomonas amygdali pv. Lachrymans LCWT01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136299_5426	Central metabolism	Red	circle	Pseudomonas savastanoi pv. Glycinea str. B076 AEGG01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102135_2574	Central metabolism	Red	circle	Pseudomonas syringae pv. lachrymans str. M301315 AEAF01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135348_860	Central metabolism	Red	circle	Pseudomonas amygdali pv. Dendropanacis JYHG01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_139457_2817	Central metabolism	Red	circle	Pseudomonas syringae pv. Syringae JYHJ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136744_2457	Central metabolism	Red	circle	Pseudomonas syringae kctc 12500 AYTM02	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135143_1421	Central metabolism	Red	circle	Pseudomonas syringae pv. Papulans JYHI01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136810_1519	Central metabolism	Red	circle	Pseudomonas syringae brip39023 AMZX01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135136_468	Central metabolism	Red	circle	Pseudomonas syringae pv. Atrofaciens str. Dsm 50255 AWUI01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_138909_3214	Central metabolism	Red	circle	Pseudomonas syringae pv. Pisi str. Pp1 AUZR02	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_137355_3930	Central metabolism	Red	circle	Pseudomonas syringae pv. Panici str. Lmg 2367 ALAC01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136390_3632	Central metabolism	Red	circle	Pseudomonas syringae pv. Coryli str. Ncppb 4273 AWQP01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136235_4917	Central metabolism	Red	circle	Pseudomonas viridiflava ta043 AVDV01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135022_825	Central metabolism	Red	circle	Pseudomonas viridiflava JXQO01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135394_2680	Central metabolism	Red	circle	Pseudomonas viridiflava uasws0038 AMQP01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136502_2572	Central metabolism	Red	circle	Pseudomonas sp. Cfii64 ATLO01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102202_4888	Central metabolism	Red	circle	Pseudomonas cichorii JBC1 NZ_CP007039.1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102131_5365	Central metabolism	Red	circle	Pseudomonas fluorescens Q2-87 NZ_CM001558.1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_139053_5858	Central metabolism	Red	circle	Pseudomonas abietaniphila BBQR01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135323_4504	Central metabolism	Red	circle	Pseudomonas abietaniphila BBQJ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102204_233	Central metabolism	Red	circle	Pseudomonas chlororaphis NZ_CP008696.1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_134926_4395	Central metabolism	Red	circle	Pseudomonas chlororaphis subsp. Chlororaphis gp72 AHAY01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135439_5664	Central metabolism	Red	circle	Pseudomonas batumici JXDG01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102206_322	Central metabolism	Red	circle	Pseudomonas alkylphenolia KL28	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_94976_3615	Central metabolism	Red	circle	Pseudomonas sp. B19	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_94978_4424	Central metabolism	Red	circle	Pseudomonas sp. B14	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_155391_370	Central metabolism	Red	circle	Pseudomonas protegens Pf5	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_94942_3494	Central metabolism	Red	circle	pseudomonas sp 81	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_107170_373	Central metabolism	Red	circle	Pseudomonas protegens CHA0	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_94973_2387	Central metabolism	Red	circle	Pseudomonas sp. 9-1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_94974_4198	Central metabolism	Red	circle	Pseudomonas sp. B11	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_94968_4038	Central metabolism	Red	circle	Pseudomonas sp. B12	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
CENTRALR5P_AMINOACIDS_phosphoribosyl_isomerase_A_2	Seed Enzyme	Orange	circle	300442	Function	1
6666666_102177_1986	Central metabolism	Red	circle	Pseudomonas chlororaphis HT66 ATBG01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135963_1718	Central metabolism	Red	circle	Pseudomonas chlororaphis subsp. Aureofaciens 30-84 AHHJ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136396_5582	Central metabolism	Red	circle	Pseudomonas fluorescens wayne1 CADX01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135409_3662	Central metabolism	Red	circle	Pseudomonas fluorescens wayne1 CADW01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102142_370	Central metabolism	Red	circle	Pseudomonas chlororaphis subsp. aurantiaca PB-St2 AYUD01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_155399_376	Central metabolism	Red	circle	Pseudomonas protegens Cab57	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_134751_1404	Central metabolism	Red	circle	Pseudomonas brassicacearum JBON01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_134757_5593	Central metabolism	Red	circle	Pseudomonas fluorescens q8r1-96 AHPO01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_139014_2652	Central metabolism	Red	circle	Pseudomonas brassicacearum 51mfcvi2.1 AZOC01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102116_369	Central metabolism	Red	circle	Pseudomonas brassicacearum subsp. brassicacearum NFM421 NC_015379.1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136477_2720	Central metabolism	Red	circle	Pseudomonas kilonensis JZXC01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_167759_1301	Central metabolism	Red	circle	Pseudomonas chlororaphis UFB2	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136574_3695	Central metabolism	Red	circle	Pseudomonas corrugata cfbp 5454 ATKI01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_138924_4577	Central metabolism	Red	circle	Pseudomonas mediterranea cfbp 5447 AUPB01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135065_2123	Central metabolism	Red	circle	Pseudomonas lutea JRMB01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135447_4019	Central metabolism	Red	circle	Pseudomonas vranovensis dsm 16006 AUED01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136781_5654	Central metabolism	Red	circle	Pseudomonas japonica nbrc 103040 = dsm 22348 BBIR01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_296217_860	Central metabolism	Red	circle	Pseudomonas massiliensis CB1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_134953_2532	Central metabolism	Red	circle	Pseudomonas putida sjte-1 AKCL01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136607_3669	Central metabolism	Red	circle	Pseudomonas plecoglossicida nb2011 ASJX01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_134955_3236	Central metabolism	Red	circle	Pseudomonas plecoglossicida nbrc 103162 = dsm 15088 BBIV01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_295964_295	Central metabolism	Red	circle	Pseudomonas putida KT2440	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136424_644	Central metabolism	Red	circle	Pseudomonas taiwanensis dsm 21245 AUEC01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_139106_4805	Central metabolism	Red	circle	Pseudomonas mosselii dsm 17497 JHYW01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102119_4005	Central metabolism	Red	circle	Pseudomonas putida OUS82 AZBL01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102130_290	Central metabolism	Red	circle	Pseudomonas putida H8234 NC_021491.1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136632_1828	Central metabolism	Red	circle	Pseudomonas fulva nbrc 16637 = dsm 17717 BBIQ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136556_734	Central metabolism	Red	circle	Pseudomonas parafulva LAWW01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136863_337	Central metabolism	Red	circle	Pseudomonas sp. Wcs358 JMIT01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102199_845	Central metabolism	Red	circle	Pseudomonas cremoricolorata NZ_CP009455.1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102118_1106	Central metabolism	Red	circle	Pseudomonas parafulva DSM 17004 AUEB01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135757_1106	Central metabolism	Red	circle	Pseudomonas parafulva nbrc 16636 = dsm 17004 AUEB01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102099_3141	Central metabolism	Red	circle	Pseudomonas monteilii NBRC 103158 = DSM 14164 JHYV01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135530_1710	Central metabolism	Red	circle	Pseudomonas sp. Uril14hwk12i4 AXXQ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102107_1576	Central metabolism	Red	circle	Pseudomonas monteilii QM AHGZ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_137499_2013	Central metabolism	Red	circle	Pseudomonas plecoglossicida JOJY01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102203_299	Central metabolism	Red	circle	Pseudomonas putida NZ_CP007620.1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102125_5376	Central metabolism	Red	circle	Pseudomonas monteilii SB3078 NC_023075.1	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102205_2939	Central metabolism	Red	circle	Pseudomonas rhizosphaerae DSM 16299	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136568_185	Central metabolism	Red	circle	Pseudomonas taetrolens JYLA01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135001_4840	Central metabolism	Red	circle	Pseudomonas sp. Dsm 29165 JYLD01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	1
6666666_139455_4241	Central metabolism	Red	circle	Pseudomonas fluorescens LCYW01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135094_1524	Central metabolism	Red	circle	Pseudomonas lundensis JYKY01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102124_2454	Central metabolism	Red	circle	Pseudomonas fragi A22 AHZY01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136315_2454	Central metabolism	Red	circle	Pseudomonas fragi a22 AHZY01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_139462_1185	Central metabolism	Red	circle	Pseudomonas psychrophila LBHT01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135039_1120	Central metabolism	Red	circle	Pseudomonas psychrophila JYKZ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135055_2106	Central metabolism	Red	circle	Pseudomonas deceptionensis JYKX01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_138867_1915	Central metabolism	Red	circle	Pseudomonas agarici ncppb 2289 AKBQ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_296365_3346	Central metabolism	Red	circle	Pseudomonas marincola JCM 14761	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136306_25	Central metabolism	Red	circle	Pseudomonas fuscovaginae upb0736 AIEU01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136673_5732	Central metabolism	Red	circle	Pseudomonas fuscovaginae cb98818 ALAQ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_136550_4291	Central metabolism	Red	circle	Pseudomonas taeanensis ms-3 AWSQ01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_296366_1917	Central metabolism	Red	circle	Pseudomonas zeshuii KACC 15471	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_135476_302	Central metabolism	Red	circle	Pseudomonas luteola xldn4-9 ALAT01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	2
6666666_102126_2932	Central metabolism	Red	circle	Pseudomonas oleovorans MOIL14HWK12 AZOB01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	1
6666666_138985_3348	Central metabolism	Red	circle	Pseudomonas oryzihabitans nbrc 102199 BBIT01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	1
6666666_138845_2914	Central metabolism	Red	circle	Pseudomonas psychrotolerans l19 AHBD01	Phosphoribosylformimino5aminoimidazole_carboxamide_ribotide_isomerase_EC_5.3.1.16	1
BGC0000188_ABI75120	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0000188_ABI75120	Natural Products	1
BGC0000928_ABI75120	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0000928_ABI75120	Natural Products	1
BGC0000775_CAB65215	Recruited Enzyme (MIBiG)	Blue	circle	BGC BGC0000775_CAB65215	Natural Products	1
6666666_135157_214	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas caeni dsm 24390 ATXQ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_296201_2834	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas litoralis 2SM5	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_296364_1808	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas formosensis JCM 18415	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102114_602	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas thermotolerans J53 AZUT01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_135259_721	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas thermotolerans dsm 14292 AQPA01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_135223_508	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas stutzeri b1smn1 AMVM01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_296365_3345	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas marincola JCM 14761	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_135323_4505	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas abietaniphila BBQJ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_139053_5857	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas abietaniphila BBQR01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102205_2938	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas rhizosphaerae DSM 16299	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_296217_859	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas massiliensis CB1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_136574_3696	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas corrugata cfbp 5454 ATKI01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_138924_4576	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas mediterranea cfbp 5447 AUPB01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102199_844	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas cremoricolorata NZ_CP009455.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102119_4006	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas putida OUS82 AZBL01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102130_291	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas putida H8234 NC_021491.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_139106_4804	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas mosselii dsm 17497 JHYW01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_136424_643	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas taiwanensis dsm 21245 AUEC01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_136556_733	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas parafulva LAWW01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_136632_1829	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas fulva nbrc 16637 = dsm 17717 BBIQ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_135757_1105	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas parafulva nbrc 16636 = dsm 17004 AUEB01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102118_1105	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas parafulva DSM 17004 AUEB01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_136863_336	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas sp. Wcs358 JMIT01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_137499_2014	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas plecoglossicida JOJY01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102203_300	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas putida NZ_CP007620.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102125_5377	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas monteilii SB3078 NC_023075.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_135530_1709	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas sp. Uril14hwk12i4 AXXQ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102107_1577	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas monteilii QM AHGZ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_295964_296	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas putida KT2440	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_134955_3237	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas plecoglossicida nbrc 103162 = dsm 15088 BBIV01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_102099_3140	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas monteilii NBRC 103158 = DSM 14164 JHYV01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_136607_3670	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas plecoglossicida nb2011 ASJX01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_134953_2533	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas putida sjte-1 AKCL01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	2
6666666_136288_2574	Secondary metabolism (EvoMining Hit)	#a5bb47	circle	Pseudomonas fuscovaginae se-1 AQOH01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit_EC_4.1.3.	1
