Central	kingdom	taxa	np
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidetetrocarcin A
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidetetronasin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidetetronomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidetetronomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecycloheximide / actiphenol
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecycloheximide / actiphenol
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecycloheximide / actiphenol
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideapoptolidin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidedorrigocin / migrastatin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideasukamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	PolyketideA-74528
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideaclacinomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideaclacinomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideaclacinomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideactinorhodin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidealnumycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidearanciamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidearanciamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideapoptolidin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidearanciamycin
13_FIG01122502: hypothetical protein	Bacteria	Unknown	Polyketide / Saccharidearimetamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharideauricin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharideauricin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidebenastatin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidechartreusin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidechlortetracycline
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidechromomycin A3
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecinerubin B
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecinerubin B
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideapoptolidin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecolabomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidecolabomycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidedactylocycline
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideenterocin
13_FIG01122502: hypothetical protein	Bacteria	Unknown	Polyketideerdacin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	PolyketideFD-594
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidefredericamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidefrenolicin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidegilvocarcin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidegilvocarcin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketideaureothin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidegranaticin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidegranaticin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidegriseorhodin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidegriseorhodin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidehedamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelactonamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelactonamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelactonamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketidelactonamycin
13_FIG01122502: hypothetical protein	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
132_secreted protein	Bacteria	Proteobacteria	Polyketideambruticin
132_secreted protein	Bacteria	Actinobacteria	Polyketidelasalocid
132_secreted protein	Bacteria	Actinobacteria	Polyketidelasalocid
132_secreted protein	Bacteria	Actinobacteria	Polyketidemonensin
132_secreted protein	Bacteria	Actinobacteria	Polyketidenanchangmycin
132_secreted protein	Bacteria	Actinobacteria	Polyketidenaphthomycin
132_secreted protein	Bacteria	Actinobacteria	Polyketideneocarzinostatin
132_secreted protein	Bacteria	Actinobacteria	Polyketidenigericin
132_secreted protein	Bacteria	Actinobacteria	Polyketidepladienolide
132_secreted protein	Bacteria	Actinobacteria	Polyketiderubradirin
132_secreted protein	Bacteria	Actinobacteria	Polyketidesalinomycin
132_secreted protein	Bacteria	Actinobacteria	Polyketideansamitocin
132_secreted protein	Bacteria	Actinobacteria	NRP / Polyketidesporolide
132_secreted protein	Bacteria	Actinobacteria	Polyketidetetronasin
132_secreted protein	Bacteria	Actinobacteria	Polyketidetetronomycin
132_secreted protein	Bacteria	Actinobacteria	Polyketidetiacumicin B
132_secreted protein	Bacteria	Unknown	Polyketide / saccharidearixanthomycin
132_secreted protein	Bacteria	Actinobacteria	Polyketideazicemicin
132_secreted protein	Bacteria	Actinobacteria	Polyketideazicemicin
132_secreted protein	Bacteria	Actinobacteria	Polyketide / Saccharidelomaiviticin
132_secreted protein	Bacteria	Actinobacteria	Polyketidelysolipin
132_secreted protein	Bacteria	Actinobacteria	Polyketideoxytetracycline
132_secreted protein	Bacteria	Actinobacteria	Polyketidecalicheamicin
132_secreted protein	Bacteria	Actinobacteria	Polyketideresistomycin
132_secreted protein	Bacteria	Actinobacteria	Polyketidexantholipin
132_secreted protein	Bacteria	Actinobacteria	Polyketideviguiepinol
132_secreted protein	Bacteria	Actinobacteria	NRP / SaccharideA40926
132_secreted protein	Bacteria	Actinobacteria	NRPA47934
132_secreted protein	Bacteria	Actinobacteria	NRPA47934
132_secreted protein	Bacteria	Actinobacteria	NRPactinomycin
132_secreted protein	Bacteria	Actinobacteria	NRPanthramycin
132_secreted protein	Bacteria	Actinobacteria	NRPbalhimycin
132_secreted protein	Bacteria	Actinobacteria	NRPchloroeremomycin
132_secreted protein	Bacteria	Actinobacteria	Polyketidecoelimycin
132_secreted protein	Bacteria	Actinobacteria	NRPcomplestatin
132_secreted protein	Bacteria	Actinobacteria	NRPdaptomycin
132_secreted protein	Bacteria	Actinobacteria	NRPechinomycin
132_secreted protein	Bacteria	Actinobacteria	NRPechinomycin
132_secreted protein	Bacteria	Actinobacteria	NRPenduracidin
132_secreted protein	Bacteria	Actinobacteria	NRPquinomycin
132_secreted protein	Bacteria	Actinobacteria	NRPsibiromycin
132_secreted protein	Bacteria	Actinobacteria	NRPSW-163
132_secreted protein	Bacteria	Actinobacteria	NRPtaromycin
132_secreted protein	Bacteria	Actinobacteria	NRPteicoplanin
132_secreted protein	Bacteria	Proteobacteria	Polyketidegephyronic acid
132_secreted protein	Bacteria	Actinobacteria	NRPteicoplanin
132_secreted protein	Bacteria	Actinobacteria	NRPthiocoraline
132_secreted protein	Bacteria	Actinobacteria	NRPtriostin A
132_secreted protein	Bacteria	Actinobacteria	NRPtriostin A
132_secreted protein	Bacteria	Actinobacteria	NRPvancomycin
132_secreted protein	Bacteria	Actinobacteria	RiPPSCO-2138
132_secreted protein	Bacteria	Actinobacteria	RiPPSLI-2138
132_secreted protein	Bacteria	Actinobacteria	RiPPSWA-2138
132_secreted protein	Bacteria	Actinobacteria	Terpenecarotenoid
132_secreted protein	Bacteria	Actinobacteria	TerpeneKS-505a
132_secreted protein	Bacteria	Actinobacteria	Polyketidekedarcidin
132_secreted protein	Bacteria	Actinobacteria	Terpenenapyradiomycin
132_secreted protein	Bacteria	Actinobacteria	Alkaloid / Terpenexiamycin
132_secreted protein	Bacteria	Actinobacteria	Terpenexiamycin
132_secreted protein	Bacteria	Bacteroidetes	Polyketideflexirubin
132_secreted protein	Bacteria	Proteobacteria	Otherxanthomonadin
132_secreted protein	Bacteria	Actinobacteria	NRPchloramphenicol
132_secreted protein	Bacteria	Proteobacteria	Otherquinolobactin
132_secreted protein	Bacteria	Actinobacteria	Otherxiamenmycin
132_secreted protein	Bacteria	Actinobacteria	NRP / Polyketidepristinamycin
132_secreted protein	Fungi	ascomycetes	NRP / Polyketideaspyridone
132_secreted protein	Bacteria	Actinobacteria	Polyketidekedarcidin
132_secreted protein	Bacteria	Actinobacteria	PolyketideC-1027
132_secreted protein	Bacteria	Actinobacteria	PolyketideC-1027
132_secreted protein	Bacteria	Proteobacteria	NRP / Polyketidechondramide
132_secreted protein	Bacteria	Proteobacteria	NRP / Polyketidechondrochloren
132_secreted protein	Bacteria	Cyanobacteria	NRPcryptophycin
132_secreted protein	Bacteria	Actinobacteria	Polyketidemaduropeptin
132_secreted protein	Bacteria	Actinobacteria	Polyketidemaduropeptin
132_secreted protein	Bacteria	Actinobacteria	Polyketidemaduropeptin
132_secreted protein	Bacteria	Actinobacteria	Polyketide / Saccharidepolyketomycin
132_secreted protein	Bacteria	Actinobacteria	Polyketideherboxidiene
132_secreted protein	Bacteria	Actinobacteria	Polyketidelaidlomycin
132_secreted protein	Bacteria	Actinobacteria	Other / Polyketide / Saccharidesimocyclinone
132_secreted protein	Bacteria	Actinobacteria	Polyketide / Terpenenapyradiomycin
132_secreted protein	Bacteria	Actinobacteria	Polyketide / Terpenemerochlorin
132_secreted protein	Bacteria	Actinobacteria	Othercacibiocin
132_secreted protein	Bacteria	Actinobacteria	NRPUK-68,597
132_secreted protein	Bacteria	Actinobacteria	NRPUK-68,597
132_secreted protein	Bacteria	Actinobacteria	Polyketidelobophorin
132_secreted protein	Bacteria	Unknown	NRP / Polyketidelandepoxcin
132_secreted protein	Bacteria	Proteobacteria	NRP / Polyketidenannocystin
132_secreted protein	Bacteria	Actinobacteria	Otherlomofungin
132_secreted protein	Bacteria	Actinobacteria	Polyketidelasalocid
132_secreted protein	Bacteria	Actinobacteria	Polyketidesimocyclinone D9 / simocyclinone D10 / simocyclinone D11
14_Rod shape-determining protein MreB	Bacteria	Proteobacteria	Polyketidegephyronic acid
14_Rod shape-determining protein MreB	Bacteria	Proteobacteria	NRP / Polyketidemyxoprincomide
14_Rod shape-determining protein MreB	Bacteria	Actinobacteria	RiPPSCO-2138
14_Rod shape-determining protein MreB	Bacteria	Actinobacteria	RiPPSLI-2138
14_Rod shape-determining protein MreB	Bacteria	Actinobacteria	RiPPSWA-2138
14_Rod shape-determining protein MreB	Bacteria	Actinobacteria	Saccharidekanamycin
14_Rod shape-determining protein MreB	Bacteria	Actinobacteria	Saccharideneomycin
145_Lanthionine biosynthesis protein LanL	Bacteria	Cyanobacteria	Alkaloid / Polyketideanatoxin
145_Lanthionine biosynthesis protein LanL	Bacteria	Proteobacteria	NRPpyoverdine
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPactagardine
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPAmfS
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPcatenulipeptin
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPcerecidin / cerecidin A1 / cerecidin A2 / cerecidin A3 / cerecidin A4 / cerecidin A5 / cerecidin A6 / cerecidin A7
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPcinnamycin
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPentianin
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPericin A
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPerythreapeptin
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPgeobacillin II
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Polyketidemicromonolactam
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPhaloduracin alpha / haloduracin beta
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPhaloduracin alpha / haloduracin beta
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPinformatipeptin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPlabyrinthopeptin A1,A3 / labyrinthopeptin A2
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPlichenicidin VK21 A1 / lichenicidin VK21 A2
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPmersacidin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPmicrobisporicin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPmutacin B-Ny266
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPmutacin K8
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPSAL-2242
145_Lanthionine biosynthesis protein LanL	Bacteria	Proteobacteria	NRP / Polyketidestigmatellin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPsalivaricin A
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPsapB
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPSRO15-2212
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPSRO15-2212
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPsubtilin
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPsubtilomycin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPvenezuelin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPlactazole
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Saccharidekanamycin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Saccharidekanamycin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Polyketidecycloheximide / actiphenol
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Saccharidevalidamycin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Otherclavams
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Otherblasticidin
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	Otherrhizocticin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	NRP / Polyketidecollismycin A
145_Lanthionine biosynthesis protein LanL	Bacteria	Proteobacteria	NRP / Polyketidetubulysin
145_Lanthionine biosynthesis protein LanL	Fungi	ascomycetes	NRP / Polyketidezearalenone
145_Lanthionine biosynthesis protein LanL	Bacteria	Proteobacteria	NRP / Polyketidedisorazole
145_Lanthionine biosynthesis protein LanL	Bacteria	Proteobacteria	NRP / Polyketidedisorazole
145_Lanthionine biosynthesis protein LanL	Bacteria	Firmicutes	RiPPpseudomycoicidin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Polyketidecolabomycin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPstreptocollin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPstreptocollin
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	RiPPSBI_06990 alpha / SBI_06989 beta
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Polyketidelobosamide
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	Polyketidegranaticin
145_Lanthionine biosynthesis protein LanL	Fungi	ascomycetes	NRPechinocandin B
145_Lanthionine biosynthesis protein LanL	Fungi	ascomycetes	NRPechinocandin B
145_Lanthionine biosynthesis protein LanL	Bacteria	Actinobacteria	NRPGE81112
15_tyrosinase (monophenol monooxygenase)	Fungi	ascomycetes	PolyketideF9775
15_tyrosinase (monophenol monooxygenase)	Bacteria	Cyanobacteria	Alkaloidscytonemin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Other4-hydroxy-3-nitrosobenzamide
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Other4-hydroxy-3-nitrosobenzamide
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Otherbagremycin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Otherbagremycin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Polyketidelactonamycin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Othermelanin
15_tyrosinase (monophenol monooxygenase)	Fungi	ascomycetes	Polyketideorsellinic acid
15_tyrosinase (monophenol monooxygenase)	Fungi	ascomycetes	Terpenenivalenol / deoxynivalenol / 3-acetyldeoxynivalenol / 15-acetyldeoxynivalenol / neosolaniol / calonectrin / apotrichodiol / isotrichotriol / 15-decalonectrin / T-2 Toxin / 3-acetyl T-2 toxin / trichodiene
15_tyrosinase (monophenol monooxygenase)	Fungi	ascomycetes	Terpenenivalenol / deoxynivalenol / 3-acetyldeoxynivalenol / 15-acetyldeoxynivalenol / neosolaniol / calonectrin / apotrichodiol / isotrichotriol / 15-decalonectrin / T-2 Toxin / 3-acetyl T-2 toxin / trichodiene
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	NRPsaframycin A
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	NRPsaframycin A
15_tyrosinase (monophenol monooxygenase)	Fungi	ascomycetes	RiPPustiloxin B
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Terpenegrixazone
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Terpenegrixazone
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Saccharideistamycin
15_tyrosinase (monophenol monooxygenase)	Bacteria	Actinobacteria	Saccharideistamycin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Polyketideangolamycin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	TerpeneKS-505a
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Saccharide / Terpenephenalinolactone
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Saccharide / Terpenephenalinolactone
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Terpenehopene
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Terpenehopene
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Alkaloid / Terpenexiamycin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Alkaloid / Terpenexiamycin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Terpenexiamycin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Terpenexiamycin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Cyanobacteria	Alkaloid / Terpenewelwitindolinone
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Polyketideneocarzilin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Cyanobacteria	Alkaloid / Terpenewelwitindolinone
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Saccharidekanamycin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	NRP / Polyketideazinomycin B
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	NRP / Polyketideazinomycin B
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	BGC0001097_AGN74888		
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Cyanobacteria	Alkaloid / Terpeneambiguine
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Cyanobacteria	Alkaloid / Terpeneambiguine
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Terpeneplatensimycin / platencin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Terpeneplatensimycin / platencin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Terpeneplatencin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Polyketiderifamycin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Terpeneplatencin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Polyketiderifamycin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	Polyketidetiacumicin B
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	NRPenduracidin
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Unknown	NRPET-743
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	NRP / Polyketidegriseoviridin / viridogrisein
157_1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	Bacteria	Actinobacteria	TerpeneKS-505a
16_tyrosinase co-factor	Bacteria	Actinobacteria	Polyketidelactonamycin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Otherbagremycin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	NRPsaframycin A
16_tyrosinase co-factor	Bacteria	Actinobacteria	Othermelanin
16_tyrosinase co-factor	Bacteria	Actinobacteria	NRPsaframycin A
16_tyrosinase co-factor	Bacteria	Actinobacteria	Terpenegrixazone
16_tyrosinase co-factor	Bacteria	Actinobacteria	Terpenegrixazone
16_tyrosinase co-factor	Bacteria	Actinobacteria	Saccharideistamycin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Saccharideistamycin
16_tyrosinase co-factor	Bacteria	Actinobacteria	Other4-hydroxy-3-nitrosobenzamide
16_tyrosinase co-factor	Bacteria	Actinobacteria	Other4-hydroxy-3-nitrosobenzamide
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketideabyssomicin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidehalstoctacosanolide
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidephoslactomycin B
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidequartromicin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketiderifamycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketiderifamycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidesalinomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidesalinomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidetetronasin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidedorrigocin / migrastatin
169_FIG01124013: hypothetical protein	Bacteria	Unknown	Polyketide / Saccharidearimetamycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketideaculeximycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidebenastatin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketideenterocin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	PolyketideFD-594
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	PolyketideFD-594
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidehedamycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidelysolipin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidepradimicin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidepradimicin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketideprodigiosin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRP / SaccharideA40926
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	Polyketidecalicheamicin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRPbalhimycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRPchloroeremomycin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRPcoelibactin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRPcoelibactin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRPcoelibactin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRPequibactin
169_FIG01124013: hypothetical protein	Bacteria	Proteobacteria	NRPpyochelin
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRPsaframycin A
169_FIG01124013: hypothetical protein	Bacteria	Actinobacteria	NRPsaframycin A
